ID,Name,Address,Latitude,Longitude,Hostel Type,Room Type,Price per Month,Available Units,Amenities,Other Offerings,Image URLs
291,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Single,11945,2,"Mess, CCTV Security, 24/7 Security, Non-AC Rooms, Parking, Laundry, Gym, AC Rooms, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
291,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Double,7560,3,"Mess, CCTV Security, 24/7 Security, Non-AC Rooms, Parking, Laundry, Gym, AC Rooms, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
291,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Triple,4517,2,"Mess, CCTV Security, 24/7 Security, Non-AC Rooms, Parking, Laundry, Gym, AC Rooms, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
291,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Dormitory,4930,7,"Mess, CCTV Security, 24/7 Security, Non-AC Rooms, Parking, Laundry, Gym, AC Rooms, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
292,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Boys,Single,9373,2,"Gym, Mess, Power Backup, Laundry, CCTV Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
292,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Boys,Double,9038,9,"Gym, Mess, Power Backup, Laundry, CCTV Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
292,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Boys,Triple,4915,6,"Gym, Mess, Power Backup, Laundry, CCTV Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
292,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Boys,Dormitory,4405,2,"Gym, Mess, Power Backup, Laundry, CCTV Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
293,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Single,8078,4,"Study Area, Laundry, WiFi, 24/7 Security, Parking, Mess, CCTV Security, AC Rooms, Non-AC Rooms, Power Backup",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
293,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Double,9765,1,"Study Area, Laundry, WiFi, 24/7 Security, Parking, Mess, CCTV Security, AC Rooms, Non-AC Rooms, Power Backup",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
293,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Triple,5926,7,"Study Area, Laundry, WiFi, 24/7 Security, Parking, Mess, CCTV Security, AC Rooms, Non-AC Rooms, Power Backup",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
293,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Dormitory,5491,9,"Study Area, Laundry, WiFi, 24/7 Security, Parking, Mess, CCTV Security, AC Rooms, Non-AC Rooms, Power Backup",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
294,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Girls,Single,10343,3,"Power Backup, Study Area, CCTV Security, Parking, 24/7 Security, WiFi, Non-AC Rooms, Laundry, Mess","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
294,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Girls,Double,7698,3,"Power Backup, Study Area, CCTV Security, Parking, 24/7 Security, WiFi, Non-AC Rooms, Laundry, Mess","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
294,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Girls,Triple,7580,8,"Power Backup, Study Area, CCTV Security, Parking, 24/7 Security, WiFi, Non-AC Rooms, Laundry, Mess","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
294,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Girls,Dormitory,5013,4,"Power Backup, Study Area, CCTV Security, Parking, 24/7 Security, WiFi, Non-AC Rooms, Laundry, Mess","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
295,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Single,9668,9,"24/7 Security, Parking, Power Backup, CCTV Security, WiFi",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
295,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Double,6213,1,"24/7 Security, Parking, Power Backup, CCTV Security, WiFi",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
295,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Triple,5031,5,"24/7 Security, Parking, Power Backup, CCTV Security, WiFi",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
295,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Dormitory,4803,6,"24/7 Security, Parking, Power Backup, CCTV Security, WiFi",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
296,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Co-ed,Single,13282,1,"Gym, AC Rooms, 24/7 Security, Mess, Study Area, Non-AC Rooms, Laundry",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
296,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Co-ed,Double,6923,10,"Gym, AC Rooms, 24/7 Security, Mess, Study Area, Non-AC Rooms, Laundry",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
296,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Co-ed,Triple,7974,6,"Gym, AC Rooms, 24/7 Security, Mess, Study Area, Non-AC Rooms, Laundry",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
296,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Co-ed,Dormitory,5872,2,"Gym, AC Rooms, 24/7 Security, Mess, Study Area, Non-AC Rooms, Laundry",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
297,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Single,9167,10,"Non-AC Rooms, AC Rooms, Gym, CCTV Security, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
297,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Double,8274,7,"Non-AC Rooms, AC Rooms, Gym, CCTV Security, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
297,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Triple,4704,2,"Non-AC Rooms, AC Rooms, Gym, CCTV Security, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
297,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Dormitory,3515,4,"Non-AC Rooms, AC Rooms, Gym, CCTV Security, Power Backup","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
298,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Single,9698,5,"Non-AC Rooms, Power Backup, Laundry, CCTV Security, WiFi, Mess, 24/7 Security, Study Area","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
298,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Double,9597,2,"Non-AC Rooms, Power Backup, Laundry, CCTV Security, WiFi, Mess, 24/7 Security, Study Area","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
298,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Triple,5358,4,"Non-AC Rooms, Power Backup, Laundry, CCTV Security, WiFi, Mess, 24/7 Security, Study Area","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
298,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Boys,Dormitory,4306,10,"Non-AC Rooms, Power Backup, Laundry, CCTV Security, WiFi, Mess, 24/7 Security, Study Area","Daily Housekeeping, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
299,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Boys,Single,14219,4,"CCTV Security, AC Rooms, Gym, Laundry, 24/7 Security, Power Backup, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
299,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Boys,Double,9397,8,"CCTV Security, AC Rooms, Gym, Laundry, 24/7 Security, Power Backup, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
299,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Boys,Triple,5125,1,"CCTV Security, AC Rooms, Gym, Laundry, 24/7 Security, Power Backup, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
299,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Boys,Dormitory,5367,4,"CCTV Security, AC Rooms, Gym, Laundry, 24/7 Security, Power Backup, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
300,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Single,8052,9,"Non-AC Rooms, Laundry, CCTV Security, WiFi, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
300,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Double,7067,4,"Non-AC Rooms, Laundry, CCTV Security, WiFi, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
300,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Triple,5652,3,"Non-AC Rooms, Laundry, CCTV Security, WiFi, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
300,"151 W 34th St, New York, NY 10001, USA","151 W 34th St, New York, NY 10001, USA",40.750504,-73.98957,Co-ed,Dormitory,3219,8,"Non-AC Rooms, Laundry, CCTV Security, WiFi, Parking",Hot Water,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
301,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Single,8335,8,"Non-AC Rooms, Study Area, Mess, WiFi, Laundry, AC Rooms",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
301,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Double,5210,7,"Non-AC Rooms, Study Area, Mess, WiFi, Laundry, AC Rooms",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
301,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Triple,7643,4,"Non-AC Rooms, Study Area, Mess, WiFi, Laundry, AC Rooms",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
301,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Boys,Dormitory,5354,5,"Non-AC Rooms, Study Area, Mess, WiFi, Laundry, AC Rooms",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
302,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Co-ed,Single,14870,4,"Mess, CCTV Security, Gym, Power Backup, Parking, WiFi, Study Area, 24/7 Security, Non-AC Rooms, Laundry",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
302,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Co-ed,Double,6934,2,"Mess, CCTV Security, Gym, Power Backup, Parking, WiFi, Study Area, 24/7 Security, Non-AC Rooms, Laundry",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
302,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Co-ed,Triple,5124,3,"Mess, CCTV Security, Gym, Power Backup, Parking, WiFi, Study Area, 24/7 Security, Non-AC Rooms, Laundry",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
302,"1560 Broadway, New York, NY 10036, USA","1560 Broadway, New York, NY 10036, USA",40.758,-73.9855,Co-ed,Dormitory,4638,5,"Mess, CCTV Security, Gym, Power Backup, Parking, WiFi, Study Area, 24/7 Security, Non-AC Rooms, Laundry",Daily Housekeeping,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
303,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Single,13803,4,"CCTV Security, Non-AC Rooms, Study Area, Laundry, Gym, Parking, WiFi, 24/7 Security, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
303,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Double,6116,9,"CCTV Security, Non-AC Rooms, Study Area, Laundry, Gym, Parking, WiFi, 24/7 Security, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
303,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Triple,5787,6,"CCTV Security, Non-AC Rooms, Study Area, Laundry, Gym, Parking, WiFi, 24/7 Security, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
303,"233 Broadway, New York, NY 10279, USA","233 Broadway, New York, NY 10279, USA",40.712776,-74.008975,Girls,Dormitory,5203,5,"CCTV Security, Non-AC Rooms, Study Area, Laundry, Gym, Parking, WiFi, 24/7 Security, AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
304,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Co-ed,Single,14388,10,"Parking, Gym, Non-AC Rooms, Mess, Power Backup, AC Rooms, CCTV Security, WiFi, 24/7 Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
304,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Co-ed,Double,6792,4,"Parking, Gym, Non-AC Rooms, Mess, Power Backup, AC Rooms, CCTV Security, WiFi, 24/7 Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
304,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Co-ed,Triple,5677,1,"Parking, Gym, Non-AC Rooms, Mess, Power Backup, AC Rooms, CCTV Security, WiFi, 24/7 Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
304,"11 Wall St, New York, NY 10005, USA","11 Wall St, New York, NY 10005, USA",40.707493,-74.011276,Co-ed,Dormitory,3904,7,"Parking, Gym, Non-AC Rooms, Mess, Power Backup, AC Rooms, CCTV Security, WiFi, 24/7 Security","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
305,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Co-ed,Single,12858,6,"Gym, CCTV Security, AC Rooms, WiFi, Laundry, Parking, 24/7 Security, Mess, Non-AC Rooms",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
305,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Co-ed,Double,8690,3,"Gym, CCTV Security, AC Rooms, WiFi, Laundry, Parking, 24/7 Security, Mess, Non-AC Rooms",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
305,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Co-ed,Triple,4779,7,"Gym, CCTV Security, AC Rooms, WiFi, Laundry, Parking, 24/7 Security, Mess, Non-AC Rooms",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
305,"1000 5th Ave, New York, NY 10028, USA","1000 5th Ave, New York, NY 10028, USA",40.779437,-73.963244,Co-ed,Dormitory,4757,7,"Gym, CCTV Security, AC Rooms, WiFi, Laundry, Parking, 24/7 Security, Mess, Non-AC Rooms",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
306,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Single,10719,4,"Laundry, AC Rooms, Mess, Parking, CCTV Security, Study Area","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
306,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Double,6086,8,"Laundry, AC Rooms, Mess, Parking, CCTV Security, Study Area","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
306,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Triple,7808,6,"Laundry, AC Rooms, Mess, Parking, CCTV Security, Study Area","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
306,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Boys,Dormitory,4384,2,"Laundry, AC Rooms, Mess, Parking, CCTV Security, Study Area","Daily Housekeeping, Study Table & Chair",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
307,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Single,12497,6,"Study Area, WiFi, Laundry, CCTV Security, Mess, Gym, Parking, Non-AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
307,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Double,9570,1,"Study Area, WiFi, Laundry, CCTV Security, Mess, Gym, Parking, Non-AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
307,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Triple,6178,8,"Study Area, WiFi, Laundry, CCTV Security, Mess, Gym, Parking, Non-AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
307,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Girls,Dormitory,4010,7,"Study Area, WiFi, Laundry, CCTV Security, Mess, Gym, Parking, Non-AC Rooms","Study Table & Chair, Hot Water",https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
308,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Co-ed,Single,12949,5,"Gym, 24/7 Security, Mess, Non-AC Rooms, WiFi, Study Area, AC Rooms, Power Backup, Parking, CCTV Security",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
308,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Co-ed,Double,5050,6,"Gym, 24/7 Security, Mess, Non-AC Rooms, WiFi, Study Area, AC Rooms, Power Backup, Parking, CCTV Security",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
308,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Co-ed,Triple,7067,2,"Gym, 24/7 Security, Mess, Non-AC Rooms, WiFi, Study Area, AC Rooms, Power Backup, Parking, CCTV Security",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
308,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Co-ed,Dormitory,3752,4,"Gym, 24/7 Security, Mess, Non-AC Rooms, WiFi, Study Area, AC Rooms, Power Backup, Parking, CCTV Security",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
309,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Co-ed,Single,10877,8,"Study Area, 24/7 Security, CCTV Security, AC Rooms, Mess, Parking, Non-AC Rooms, Gym",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
309,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Co-ed,Double,7114,6,"Study Area, 24/7 Security, CCTV Security, AC Rooms, Mess, Parking, Non-AC Rooms, Gym",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
309,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Co-ed,Triple,7887,8,"Study Area, 24/7 Security, CCTV Security, AC Rooms, Mess, Parking, Non-AC Rooms, Gym",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
309,"45 Rockefeller Plaza, New York, NY 10111, USA","45 Rockefeller Plaza, New York, NY 10111, USA",40.759976,-73.979977,Co-ed,Dormitory,3959,10,"Study Area, 24/7 Security, CCTV Security, AC Rooms, Mess, Parking, Non-AC Rooms, Gym",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
310,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Single,9827,3,"Laundry, Power Backup, 24/7 Security, Study Area, AC Rooms, Parking",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
310,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Double,5894,1,"Laundry, Power Backup, 24/7 Security, Study Area, AC Rooms, Parking",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
310,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Triple,4160,8,"Laundry, Power Backup, 24/7 Security, Study Area, AC Rooms, Parking",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
310,"1 World Trade Center, New York, NY 10007, USA","1 World Trade Center, New York, NY 10007, USA",40.712742,-74.013382,Co-ed,Dormitory,5750,10,"Laundry, Power Backup, 24/7 Security, Study Area, AC Rooms, Parking",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
311,"350 5th Ave, New York, NY 10118, USA","350 5th Ave, New York, NY 10118, USA",40.748817,-73.985428,Girls,Single,11030,9,"Mess, Non-AC Rooms, CCTV Security, Study Area, Power Backup, Parking, Laundry, 24/7 Security, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
311,"350 5th Ave, New York, NY 10118, USA","350 5th Ave, New York, NY 10118, USA",40.748817,-73.985428,Girls,Double,9758,10,"Mess, Non-AC Rooms, CCTV Security, Study Area, Power Backup, Parking, Laundry, 24/7 Security, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
311,"350 5th Ave, New York, NY 10118, USA","350 5th Ave, New York, NY 10118, USA",40.748817,-73.985428,Girls,Triple,4046,9,"Mess, Non-AC Rooms, CCTV Security, Study Area, Power Backup, Parking, Laundry, 24/7 Security, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
311,"350 5th Ave, New York, NY 10118, USA","350 5th Ave, New York, NY 10118, USA",40.748817,-73.985428,Girls,Dormitory,3922,4,"Mess, Non-AC Rooms, CCTV Security, Study Area, Power Backup, Parking, Laundry, 24/7 Security, Gym",,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
312,"405 Lexington Ave, New York, NY 10174, USA","405 Lexington Ave, New York, NY 10174, USA",40.751652,-73.975311,Co-ed,Single,9488,5,"AC Rooms, Non-AC Rooms, Power Backup, Mess, 24/7 Security",Study Table & Chair,https://picsum.photos/300/300; https://picsum.photos/300/300; https://picsum.photos/300/300
